章节,篇名,原文,韻腳字,上古韻部
国风·郑风,將仲子,仲可懷也；,懷,微
国风·郑风,將仲子,人之多言，,,
国风·郑风,將仲子,亦可畏也！○,畏,微
国风·郑风,叔于田,叔于田，,田,真
国风·郑风,叔于田,巷無居人。,人,真
国风·郑风,叔于田,豈無居人？,人,真
国风·郑风,叔于田,不如叔也，,,
国风·郑风,叔于田,洵美且仁！○,仁,真
国风·郑风,叔于田,叔于狩，,狩,幽
国风·郑风,叔于田,巷無飲酒。,酒,幽
国风·郑风,叔于田,豈無飲酒？,酒,幽
国风·郑风,叔于田,不如叔也，,,
国风·郑风,叔于田,洵美且好！○,好,幽
国风·郑风,叔于田,叔適野，,野,魚
国风·郑风,叔于田,巷無服馬。,馬,魚
国风·郑风,叔于田,豈無服馬？,馬,魚
国风·郑风,叔于田,不如叔也，,,
国风·郑风,叔于田,洵美且武！○,武,魚
国风·郑风,大叔于田,大叔于田，,,
国风·郑风,大叔于田,乘乘馬。,馬,魚
国风·郑风,大叔于田,執轡如組，,組,魚
国风·郑风,大叔于田,兩驂如舞。,舞,魚
国风·郑风,大叔于田,叔在藪，,,
国风·郑风,大叔于田,火烈具舉。,舉,魚
国风·郑风,大叔于田,襢裼暴虎，,虎,魚
国风·郑风,大叔于田,獻于公所。,所,魚
国风·郑风,大叔于田,將叔無狃，,,
国风·郑风,大叔于田,戒其傷女！○,女,魚
国风·郑风,大叔于田,叔于田，,,
国风·郑风,大叔于田,乘乘黃。,黃,陽
国风·郑风,大叔于田,兩服上襄，,襄,陽
国风·郑风,大叔于田,兩驂雁行。,行,陽
国风·郑风,大叔于田,叔在藪，,,
国风·郑风,大叔于田,火烈具揚。,揚,陽
国风·郑风,大叔于田,叔善射忌，,射,鐸
国风·郑风,大叔于田,又良御忌。,御,鐸
国风·郑风,大叔于田,抑磬控忌，,控,東
国风·郑风,大叔于田,抑縱送忌。○,送,東
国风·郑风,大叔于田,叔于田，,,
国风·郑风,大叔于田,乘乘鴇。,鴇,幽
国风·郑风,大叔于田,兩服齊首，,首,幽
国风·郑风,大叔于田,兩驂如手。,手,幽
国风·郑风,大叔于田,叔在藪，,,
国风·郑风,大叔于田,火烈具阜。,阜,幽
国风·郑风,大叔于田,叔馬慢忌，,慢,元
国风·郑风,大叔于田,叔發罕忌。,罕,元
国风·郑风,大叔于田,抑釋掤忌，,掤,蒸
国风·郑风,大叔于田,抑鬯弓忌。○,弓,蒸
国风·郑风,清人,清人在彭，,彭,陽
国风·郑风,清人,駟介旁旁。,旁,陽
国风·郑风,清人,二矛重英，,英,陽
国风·郑风,清人,河上乎翱翔！○,翔,陽
国风·郑风,清人,清人在消，,消,宵
国风·郑风,清人,駟介麃麃。,麃,宵
国风·郑风,清人,二矛重喬，,喬,宵
国风·郑风,清人,河上乎逍遙！○,遙,宵
国风·郑风,清人,清人在軸，,軸,覺
国风·郑风,清人,駟介陶陶。,陶,幽
国风·郑风,清人,左旋右抽，,抽,幽
国风·郑风,清人,中軍作好！○,好,幽
国风·郑风,羔裘,羔裘如濡，,濡,侯
国风·郑风,羔裘,洵直且侯。,侯,侯
国风·郑风,羔裘,彼其之子，,,
国风·郑风,羔裘,舍命不渝！○,渝,侯
国风·郑风,羔裘,羔裘豹飾，,飾,職
国风·郑风,羔裘,孔武有力。,力,職
国风·郑风,羔裘,彼其之子，,,
国风·郑风,羔裘,邦之司直！○,直,職
国风·郑风,羔裘,羔裘晏兮，,晏,元
国风·郑风,羔裘,三英粲兮，,粲,元
国风·郑风,羔裘,彼其之子，,,
国风·郑风,羔裘,邦之彥兮！○,彥,元
国风·郑风,遵大路,遵大路兮，,路,鐸
国风·郑风,遵大路,摻執子之袪兮。,袪,魚
国风·郑风,遵大路,無我惡兮，,惡,鐸
国风·郑风,遵大路,不寁故也？○,故,魚
国风·郑风,遵大路,遵大道兮，,,
国风·郑风,遵大路,摻執子之手兮。,手,幽
国风·郑风,遵大路,無我魗兮，,魗,幽
国风·郑风,遵大路,不寁好也？○,好,幽
国风·郑风,遵大路,女曰雞鳴，,,
国风·郑风,女曰雞鳴,士曰昧旦。,旦,元
国风·郑风,女曰雞鳴,子興視夜，,,
国风·郑风,女曰雞鳴,明星有爛。,爛,元
国风·郑风,女曰雞鳴,將翱將翔，,,
国风·郑风,女曰雞鳴,弋鳧與雁。○,雁,元
国风·郑风,女曰雞鳴,弋言加之，,加,歌
国风·郑风,女曰雞鳴,與子宜之。,宜,歌
国风·郑风,女曰雞鳴,宜言飲酒，,酒,幽
国风·郑风,女曰雞鳴,與子偕老。,老,幽
国风·郑风,女曰雞鳴,琴瑟在御，,,
国风·郑风,女曰雞鳴,莫不靜好。○,好,幽
国风·郑风,女曰雞鳴,知子之來之，,來,之
国风·郑风,女曰雞鳴,雜佩以贈之。,贈,蒸
国风·郑风,女曰雞鳴,知子之順之，,順,文
国风·郑风,女曰雞鳴,雜佩以問之。,問,文
国风·郑风,女曰雞鳴,知子之好之，,好,幽
国风·郑风,女曰雞鳴,雜佩以報之。○,報,幽
国风·郑风,有女同車,有女同車，,車,魚
国风·郑风,有女同車,顏如舜華。,華,魚
国风·郑风,有女同車,將翱將翔，,翔,陽
国风·郑风,有女同車,佩玉瓊琚。,琚,魚
国风·郑风,有女同車,彼美孟姜，,姜,陽
国风·郑风,有女同車,洵美且都！○,都,魚
国风·郑风,有女同車,有女同行，,行,陽
国风·郑风,有女同車,顏如舜英。,英,陽
国风·郑风,有女同車,將翱將翔，,翔,陽
国风·郑风,有女同車,佩玉將將。,將,陽
国风·郑风,有女同車,彼美孟姜，,姜,陽
国风·郑风,有女同車,德音不忘！○,忘,陽
国风·郑风,山有扶蘇,山有扶蘇，,蘇,魚
国风·郑风,山有扶蘇,隰有荷華。,華,魚
国风·郑风,山有扶蘇,不見子都，,都,魚
国风·郑风,山有扶蘇,乃見狂且！○,且,魚
国风·郑风,山有扶蘇,山有橋松，,松,東
国风·郑风,山有扶蘇,隰有游龍。,龍,東
国风·郑风,山有扶蘇,不見子充，,充,東
国风·郑风,山有扶蘇,乃見狡童！○,童,東
国风·郑风,蘀兮,蘀兮蘀兮，,蘀,鐸
国风·郑风,蘀兮,風其吹女？,吹,歌
国风·郑风,蘀兮,叔兮伯兮，,伯,鐸
国风·郑风,蘀兮,倡予和女！○,和,歌
国风·郑风,蘀兮,蘀兮蘀兮，,蘀,鐸
国风·郑风,蘀兮,風其漂女？,漂,宵
国风·郑风,蘀兮,叔兮伯兮，,伯,鐸
国风·郑风,蘀兮,倡予要女！○,要,宵
国风·郑风,狡童,彼狡童兮，,,
国风·郑风,狡童,不與我言兮。,言,元
国风·郑风,狡童,維子之故，,,
国风·郑风,狡童,使我不能餐兮。○,餐,元
国风·郑风,狡童,彼狡童兮，,,
国风·郑风,狡童,不與我食兮，,食,職
国风·郑风,狡童,維子之故，,,
国风·郑风,狡童,使我不能息兮。○,息,職
国风·郑风,褰裳,子惠思我，,,
国风·郑风,褰裳,褰裳涉溱。,溱,真
国风·郑风,褰裳,子不我思，,,
国风·郑风,褰裳,豈無他人？,人,真
国风·郑风,褰裳,狂童之狂也且！○,狂,陽
国风·郑风,褰裳,子惠思我，,,
国风·郑风,褰裳,褰裳涉洧。,洧,之
国风·郑风,褰裳,子不我思，,,
国风·郑风,褰裳,豈無他士？,士,之
国风·郑风,褰裳,狂童之狂也且！○,狂,陽
国风·郑风,豐,子之丰兮，,丰,東
国风·郑风,豐,俟我乎巷兮，,巷,東
国风·郑风,豐,悔予不送兮！○,送,東
国风·郑风,豐,子之昌兮，,昌,陽
国风·郑风,豐,俟我乎堂兮，,堂,陽
国风·郑风,豐,悔予不將兮！○,將,陽
国风·郑风,豐,衣綿褧衣，,,
国风·郑风,豐,裳錦褧裳。,裳,陽
国风·郑风,豐,叔兮伯兮，,,
国风·郑风,豐,駕予與行！○,行,陽
国风·郑风,豐,裳錦褧裳，,,
国风·郑风,豐,衣錦褧衣。,衣,微
国风·郑风,豐,叔兮伯兮，,,
国风·郑风,豐,駕予與歸！○,歸,微
国风·郑风,東門之墠,東門之墠，,墠,元
国风·郑风,東門之墠,茹藘在阪。,阪,元
国风·郑风,東門之墠,其室則邇，,,
国风·郑风,東門之墠,其人甚遠！○,遠,元
国风·郑风,東門之墠,東門之栗，,栗,質
国风·郑风,東門之墠,有踐家室。,室,質
国风·郑风,東門之墠,豈不爾思？,,
国风·郑风,東門之墠,子不我即！○,即,質
国风·郑风,風雨,風雨淒淒，,淒,脂
国风·郑风,風雨,雞鳴喈喈。,喈,脂
国风·郑风,風雨,既見君子，,,
国风·郑风,風雨,云胡不夷！○,夷,脂
国风·郑风,風雨,風雨瀟瀟，,瀟,幽
国风·郑风,風雨,雞鳴膠膠。,膠,幽
国风·郑风,風雨,既見君子，,,
国风·郑风,風雨,云胡不瘳！○,瘳,幽
国风·郑风,風雨,風雨如晦，,晦,之
国风·郑风,風雨,雞鳴不已。,已,之
国风·郑风,風雨,既見君子，,子,之
国风·郑风,風雨,云胡不喜！○,喜,之
国风·郑风,子衿,青青子衿，,衿,侵
国风·郑风,子衿,悠悠我心。,心,侵
国风·郑风,子衿,縱我不往，,,
国风·郑风,子衿,子寧不嗣音？○,音,侵
国风·郑风,子衿,青青子佩，,佩,之
国风·郑风,子衿,悠悠我思。,思,之
国风·郑风,子衿,縱我不往，,,
国风·郑风,子衿,子寧不來？○,來,之
国风·郑风,子衿,挑兮達兮，,達,月
国风·郑风,子衿,在城闕兮。,闕,月
国风·郑风,子衿,一日不見，,,
国风·郑风,子衿,如三月兮！○,月,月
国风·郑风,揚之水,揚之水，,,
国风·郑风,揚之水,不流束楚？,楚,魚
国风·郑风,揚之水,終鮮兄弟，,,
国风·郑风,揚之水,維予與女。,女,魚
国风·郑风,揚之水,無信人之言，,,
国风·郑风,揚之水,人實迋女。○,女,魚
国风·郑风,揚之水,揚之水，,,
国风·郑风,揚之水,不流束薪？,薪,真
国风·郑风,揚之水,終鮮兄弟，,,
国风·郑风,揚之水,維予二人。,人,真
国风·郑风,揚之水,無信人之言，,,
国风·郑风,揚之水,人實不信！○,信,真
国风·郑风,出其東門,出其東門，,門,文
国风·郑风,出其東門,有女如雲。,雲,文
国风·郑风,出其東門,雖則如雲，,雲,文
国风·郑风,出其東門,匪我思存。,存,文
国风·郑风,出其東門,縞衣綦巾，,巾,文
国风·郑风,出其東門,聊樂我員！○,員,文
国风·郑风,出其東門,出其闉闍，,闍,魚
国风·郑风,出其東門,有女如荼。,荼,魚
国风·郑风,出其東門,雖則如荼，,荼,魚
国风·郑风,出其東門,匪我思且。,且,魚
国风·郑风,出其東門,縞衣茹藘，,藘,魚
国风·郑风,出其東門,聊可與娛！○,娛,魚
国风·郑风,野有蔓草,野有蔓草，,,
国风·郑风,野有蔓草,零露漙兮。,漙,元
国风·郑风,野有蔓草,有美一人，,,
国风·郑风,野有蔓草,清揚婉兮。,婉,元
国风·郑风,野有蔓草,邂逅相遇，,,
国风·郑风,野有蔓草,適我願兮！○,願,元
国风·郑风,野有蔓草,野有蔓草，,,
国风·郑风,野有蔓草,零露瀼瀼。,瀼,陽
国风·郑风,野有蔓草,有美一人，,,
国风·郑风,野有蔓草,婉如清揚。,揚,陽
国风·郑风,野有蔓草,邂逅相遇，,,
国风·郑风,野有蔓草,與子皆臧！○,臧,陽
国风·郑风,溱洧,溱與洧，,,
国风·郑风,溱洧,方渙渙兮。,渙,元
国风·郑风,溱洧,士與女，,,
国风·郑风,溱洧,方秉蕳兮。,蕳,元
国风·郑风,溱洧,女曰觀乎？,乎,魚
国风·郑风,溱洧,士曰既且。,且,魚
国风·郑风,溱洧,且往觀乎？,乎,魚
国风·郑风,溱洧,洧之外，,,
国风·郑风,溱洧,洵訏且樂。,樂,藥
国风·郑风,溱洧,維士與女！,,
国风·郑风,溱洧,伊其相謔，,謔,藥
国风·郑风,溱洧,贈之以勺藥。○,藥,藥
国风·郑风,溱洧,溱與洧，,,
国风·郑风,溱洧,瀏其清矣。,清,耕
国风·郑风,溱洧,士與女，,,
国风·郑风,溱洧,殷其盈矣。,盈,耕
国风·郑风,溱洧,女曰觀乎？,乎,魚
国风·郑风,溱洧,士曰既且。,且,魚
国风·郑风,溱洧,且往觀乎？,乎,魚
国风·郑风,溱洧,洧之外，,,
国风·郑风,溱洧,洵訏且樂。,樂,藥
国风·郑风,溱洧,維士與女！,,
国风·郑风,溱洧,伊其將謔，,謔,藥
国风·郑风,溱洧,贈之以勺藥。○,藥,藥
国风·齐风,雞鳴,雞既鳴矣，,鳴,耕
国风·齐风,雞鳴,朝既盈矣？,盈,耕
国风·齐风,雞鳴,匪雞則鳴，,鳴,耕
国风·齐风,雞鳴,蒼蠅之聲。○,聲,耕
国风·齐风,雞鳴,東方明矣，,明,陽
国风·齐风,雞鳴,朝既昌矣？,昌,陽
国风·齐风,雞鳴,匪東方則明，,明,陽
国风·齐风,雞鳴,月出之光。○,光,陽
国风·齐风,雞鳴,蟲飛薨薨，,薨,蒸
国风·齐风,雞鳴,甘與子同夢？,夢,蒸
国风·齐风,雞鳴,會且歸矣，,,
国风·齐风,雞鳴,無庶予子憎？○,憎,蒸
国风·齐风,還,子之還兮，,還,元
国风·齐风,還,遭我乎峱之間兮。,間,元
国风·齐风,還,並驅從兩肩兮，,肩,元
国风·齐风,還,揖我謂我儇兮。○,儇,元
国风·齐风,還,子之茂兮，,茂,幽
国风·齐风,還,遭我乎峱之道兮。,道,幽
国风·齐风,還,並驅從兩牡兮，,牡,幽
国风·齐风,還,揖我謂我好兮。○,好,幽
国风·齐风,還,子之昌兮，,昌,陽
国风·齐风,還,遭我乎峱之陽兮。,陽,陽
国风·齐风,還,並驅從兩狼兮，,狼,陽
国风·齐风,還,揖我謂我臧兮。○,臧,陽
国风·齐风,著,俟我於著乎而？,著,魚
国风·齐风,著,充耳以素乎而，,素,魚
国风·齐风,著,尚之以瓊華乎而？○,華,魚
国风·齐风,著,俟我於庭乎而？,庭,耕
国风·齐风,著,充耳以青乎而，,青,耕
国风·齐风,著,尚之以瓊瑩乎而？○,瑩,耕
国风·齐风,著,俟我於堂乎而？,堂,陽
国风·齐风,著,充耳以黃乎而，,黃,陽
国风·齐风,著,尚之以瓊英乎而？○,英,陽
国风·齐风,東方之日,東方之日兮！,日,質
国风·齐风,東方之日,彼姝者子，,0,0
国风·齐风,東方之日,在我室兮。,室,質
国风·齐风,東方之日,在我室兮！,室,質
国风·齐风,東方之日,履我即兮。○,即,質
国风·齐风,東方之日,東方之月兮！,月,月
国风·齐风,東方之日,彼姝者子，,0,0
国风·齐风,東方之日,在我闥兮。,闥,月
国风·齐风,東方之日,在我闥兮！,闥,月
国风·齐风,東方之日,履我發兮。○,發,月
国风·齐风,東方未明,東方未明，,明,陽
国风·齐风,東方未明,顛倒衣裳。,裳,陽
国风·齐风,東方未明,顛之倒之，,倒,宵
国风·齐风,東方未明,自公召之。○,召,宵
国风·齐风,東方未明,東方未晞，,晞,微
国风·齐风,東方未明,顛倒裳衣。,衣,微
国风·齐风,東方未明,倒之顛之，,顛,真
国风·齐风,東方未明,自公令之。○,令,真
国风·齐风,東方未明,折柳樊圃，,圃,魚
国风·齐风,東方未明,狂夫瞿瞿。,瞿,魚
国风·齐风,東方未明,不能辰夜，,夜,鐸
国风·齐风,東方未明,不夙則莫。○,莫,鐸
国风·齐风,南山,南山崔崔，,崔,微
国风·齐风,南山,雄狐綏綏。,綏,微
国风·齐风,南山,魯道有蕩，,0,0
国风·齐风,南山,齊子由歸。,歸,微
国风·齐风,南山,既曰歸止，,歸,微
国风·齐风,南山,曷又懷止？○,懷,微
国风·齐风,南山,葛屨五兩，,兩,陽
国风·齐风,南山,冠緌雙止。,雙,東
国风·齐风,南山,魯道有蕩，,蕩,陽
国风·齐风,南山,齊子庸止。,庸,東
国风·齐风,南山,既曰庸止。,庸,東
国风·齐风,南山,曷又從止？○,從,東
国风·齐风,南山,蓺麻如之何？,0,0
国风·齐风,南山,衡從其畝。,畝,之
国风·齐风,南山,取妻如之何？,0,0
国风·齐风,南山,必告父母。,母,之
国风·齐风,南山,既曰告止，,告,覺
国风·齐风,南山,曷又鞠止？○,鞠,覺
国风·齐风,南山,析薪如之何？,0,0
国风·齐风,南山,匪斧不克。,克,職
国风·齐风,南山,取妻如之何？,0,0
国风·齐风,南山,匪媒不得。,得,職
国风·齐风,南山,既曰得止，,得,職
国风·齐风,南山,曷又極止？○,極,職
国风·齐风,甫田,無田甫田，,田,真
国风·齐风,甫田,維莠驕驕。,驕,宵
国风·齐风,甫田,無思遠人，,人,真
国风·齐风,甫田,勞心忉忉。○,忉,宵
国风·齐风,甫田,無田甫田，,田,真
国风·齐风,甫田,維莠桀桀。,桀,月
国风·齐风,甫田,無思遠人，,人,真
国风·齐风,甫田,勞心怛怛。○,怛,月
国风·齐风,甫田,婉兮孌兮，,孌,元
国风·齐风,甫田,總角卝[丱]兮！,卝,元
国风·齐风,甫田,未幾見兮，,見,元
国风·齐风,甫田,突而弁兮！○,弁,元
国风·齐风,盧令,盧令令，,令,真
国风·齐风,盧令,其人美且仁。○,仁,真
国风·齐风,盧令,盧重環，,環,元
国风·齐风,盧令,其人美且鬈。○,鬈,元
国风·齐风,盧令,盧重鋂，,鋂,之
国风·齐风,盧令,其人美且偲。○,偲,之
国风·齐风,敝笱,敝笱在梁，,,
国风·齐风,敝笱,其魚魴鰥。,鰥,文
国风·齐风,敝笱,齊子歸止，,,
国风·齐风,敝笱,其從如雲！○,雲,文
国风·齐风,敝笱,敝笱在梁，,,
国风·齐风,敝笱,其魚魴鱮。,鱮,魚
国风·齐风,敝笱,齊子歸止，,,
国风·齐风,敝笱,其從如雨！○,雨,魚
国风·齐风,敝笱,敝笱在梁，,,
国风·齐风,敝笱,其魚唯唯。,唯,微
国风·齐风,敝笱,齊子歸止，,,
国风·齐风,敝笱,其從如水！○,水,微
国风·齐风,載驅,載驅薄薄，,薄,鐸
国风·齐风,載驅,簟茀朱鞹。,鞹,鐸
国风·齐风,載驅,魯道有蕩，,,
国风·齐风,載驅,齊子發夕。○,夕,鐸
国风·齐风,載驅,四驪濟濟，,濟,脂
国风·齐风,載驅,垂轡濔濔。,濔,脂
国风·齐风,載驅,魯道有蕩，,,
国风·齐风,載驅,齊子豈弟。○,弟,脂
国风·齐风,載驅,汶水湯湯，,湯,陽
国风·齐风,載驅,行人彭彭。,彭,陽
国风·齐风,載驅,魯道有蕩，,蕩,陽
国风·齐风,載驅,齊子翱翔。○,翔,陽
国风·齐风,載驅,汶水滔滔，,滔,幽
国风·齐风,載驅,行人儦儦。,儦,宵
国风·齐风,載驅,魯道有蕩，,,
国风·齐风,載驅,齊子遊敖。○,敖,宵
国风·齐风,猗嗟,猗嗟昌兮，,昌,陽
国风·齐风,猗嗟,頎而長兮。,長,陽
国风·齐风,猗嗟,抑若揚兮，,揚,陽
国风·齐风,猗嗟,美目揚兮。,揚,陽
国风·齐风,猗嗟,巧趨蹌兮，,蹌,陽
国风·齐风,猗嗟,射則臧兮！○,臧,陽
国风·齐风,猗嗟,猗嗟名兮，,名,耕
国风·齐风,猗嗟,美目清兮。,清,耕
国风·齐风,猗嗟,儀既成兮，,成,耕
国风·齐风,猗嗟,終日射侯，,,
国风·齐风,猗嗟,不出正兮。,正,耕
国风·齐风,猗嗟,展我甥兮！○,甥,耕
国风·齐风,猗嗟,猗嗟孌兮，,孌,元
国风·齐风,猗嗟,清揚婉兮。,婉,元
国风·齐风,猗嗟,舞則選兮，,選,元
国风·齐风,猗嗟,射則貫兮。,貫,元
国风·齐风,猗嗟,四矢反兮。,反,元
国风·齐风,猗嗟,以禦亂兮！○,亂,元
国风·魏风,葛屨,糾糾葛屨，,,
国风·魏风,葛屨,可以履霜？,霜,陽
国风·魏风,葛屨,摻摻女手，,,
国风·魏风,葛屨,可以縫裳？,裳,陽
国风·魏风,葛屨,要之襋之，○,襋,職
国风·魏风,葛屨,好人服之！,服,職
国风·魏风,葛屨,好人提提，,提,支
国风·魏风,葛屨,宛然左辟，,辟,錫
国风·魏风,葛屨,佩其象揥：,揥,錫
国风·魏风,葛屨,維是褊心，,,
国风·魏风,葛屨,是以爲刺！○,刺,錫
国风·魏风,汾沮洳,彼汾沮洳，,洳,魚
国风·魏风,汾沮洳,言采其莫。,莫,鐸
国风·魏风,汾沮洳,彼其之子，,,
国风·魏风,汾沮洳,美無度。,度,鐸
国风·魏风,汾沮洳,美無度，,度,鐸
国风·魏风,汾沮洳,殊異乎公路！○,路,鐸
国风·魏风,汾沮洳,彼汾一方，,方,陽
国风·魏风,汾沮洳,言采其桑。,桑,陽
国风·魏风,汾沮洳,彼其之子，,,
国风·魏风,汾沮洳,美如英。,英,陽
国风·魏风,汾沮洳,美如英，,英,陽
国风·魏风,汾沮洳,殊異乎公行！○,行,陽
国风·魏风,汾沮洳,彼汾一曲，,曲,屋
国风·魏风,汾沮洳,言采其藚。,藚,屋
国风·魏风,汾沮洳,彼其之子，,,
国风·魏风,汾沮洳,美如玉。,玉,屋
国风·魏风,汾沮洳,美如玉，,玉,屋
国风·魏风,汾沮洳,殊異乎公族！○,族,屋
国风·魏风,園有桃,園有桃，,桃,宵
国风·魏风,園有桃,其實之殽。,殽,宵
国风·魏风,園有桃,心之憂矣，,,
国风·魏风,園有桃,我歌且謠。,謠,宵
国风·魏风,園有桃,不我知者，,,
国风·魏风,園有桃,謂我士也驕！,驕,宵
国风·魏风,園有桃,彼人是哉，,哉,之
国风·魏风,園有桃,子曰何其？,其,之
国风·魏风,園有桃,心之憂矣，,,
国风·魏风,園有桃,其誰知之。,之,之
国风·魏风,園有桃,其誰知之，,之,之
国风·魏风,園有桃,蓋亦勿思！○,思,之
国风·魏风,園有桃,園有棘，,棘,職
国风·魏风,園有桃,其實之食。,食,職
国风·魏风,園有桃,心之憂矣，,,
国风·魏风,園有桃,聊以行國。,國,職
国风·魏风,園有桃,不我知者，,,
国风·魏风,園有桃,謂我士也罔極。,極,職
国风·魏风,園有桃,彼人是哉，,哉,之
国风·魏风,園有桃,子曰何其？,其,之
国风·魏风,園有桃,心之憂矣，,,
国风·魏风,園有桃,其誰知之。,之,之
国风·魏风,園有桃,其誰知之，,之,之
国风·魏风,園有桃,蓋亦勿思！○,思,之
国风·魏风,陟岵,陟彼岵兮，,岵,魚
国风·魏风,陟岵,瞻望父兮。,父,魚
国风·魏风,陟岵,父曰嗟予子，,子,之
国风·魏风,陟岵,行役夙夜無已。,已,之
国风·魏风,陟岵,上慎旃哉，,,
国风·魏风,陟岵,猶來無止！○,止,之
国风·魏风,陟岵,陟彼屺兮，,屺,之
国风·魏风,陟岵,瞻望母兮。,母,之
国风·魏风,陟岵,母曰嗟予季，,季,質
国风·魏风,陟岵,行役夙夜無寐，,寐,物
国风·魏风,陟岵,上慎旃哉，,,
国风·魏风,陟岵,猶來無棄！○,棄,質
国风·魏风,陟岵,陟彼岡兮，,岡,陽
国风·魏风,陟岵,瞻望兄兮。,兄,陽
国风·魏风,陟岵,兄曰嗟予弟，,弟,脂
国风·魏风,陟岵,行役夙夜必偕。,偕,脂
国风·魏风,陟岵,上慎旃哉，,,
国风·魏风,陟岵,猶來無死！○,死,脂
国风·魏风,十畝之間,十畝之間兮，,間,元
国风·魏风,十畝之間,桑者閑閑兮，,閑,元
国风·魏风,十畝之間,行與子還兮。○,還,元
国风·魏风,十畝之間,十畝之外兮，,外,月
国风·魏风,十畝之間,桑者泄泄兮，,泄,月
国风·魏风,十畝之間,行與子逝兮。○,逝,月
国风·魏风,伐檀,坎坎伐檀兮，,檀,元
国风·魏风,伐檀,寘之河之干兮；,干,元
国风·魏风,伐檀,河水清且漣猗。,漣,元
国风·魏风,伐檀,不稼不穡，,,
国风·魏风,伐檀,胡取禾三百廛兮？,廛,元
国风·魏风,伐檀,不狩不獵，,,
国风·魏风,伐檀,胡瞻爾庭有縣貆兮？,貆,元
国风·魏风,伐檀,彼君子兮，,,
国风·魏风,伐檀,不素餐兮！○,餐,元
国风·魏风,伐檀,坎坎伐輻兮，,輻,職
国风·魏风,伐檀,寘之河之側兮；,側,職
国风·魏风,伐檀,河水清且直猗。,直,職
国风·魏风,伐檀,不稼不穡，,,
国风·魏风,伐檀,胡取禾三百億兮？,億,職
国风·魏风,伐檀,不狩不獵，,,
国风·魏风,伐檀,胡瞻爾庭有縣特兮？,特,職
国风·魏风,伐檀,彼君子兮，,,
国风·魏风,伐檀,不素食兮！○,食,職
国风·魏风,伐檀,坎坎伐輪兮，,輪,文
国风·魏风,伐檀,寘之河之漘兮；,漘,文
国风·魏风,伐檀,河水清且淪猗。,淪,文
国风·魏风,伐檀,不稼不穡，,,
国风·魏风,伐檀,胡取禾三百囷兮？,囷,文
国风·魏风,伐檀,不狩不獵，,,
国风·魏风,伐檀,胡瞻爾庭有縣鶉兮？,鶉,文
国风·魏风,伐檀,彼君子兮，,,
国风·魏风,伐檀,不素飧兮！○,飧,文
国风·魏风,碩鼠,碩鼠碩鼠！,鼠,魚
国风·魏风,碩鼠,無食我黍。,黍,魚
国风·魏风,碩鼠,三歲貫女，,女,魚
国风·魏风,碩鼠,莫我肯顧。,顧,魚
国风·魏风,碩鼠,逝將去女，,女,魚
国风·魏风,碩鼠,適彼樂土。,土,魚
国风·魏风,碩鼠,樂土樂土！,土,魚
国风·魏风,碩鼠,爰得我所？○,所,魚
国风·魏风,碩鼠,碩鼠碩鼠！,鼠,魚
国风·魏风,碩鼠,無食我麥。,麥,職
国风·魏风,碩鼠,三歲貫女，,女,魚
国风·魏风,碩鼠,莫我肯德。,德,職
国风·魏风,碩鼠,逝將去女，,女,魚
国风·魏风,碩鼠,適彼樂國。,國,職
国风·魏风,碩鼠,樂國樂國！,國,職
国风·魏风,碩鼠,爰得我直？○,直,職
国风·魏风,碩鼠,碩鼠碩鼠！,鼠,魚
国风·魏风,碩鼠,無食我苗。,苗,宵
国风·魏风,碩鼠,三歲貫女，,女,魚
国风·魏风,碩鼠,莫我肯勞。,勞,宵
国风·魏风,碩鼠,逝將去女，,女,魚
国风·魏风,碩鼠,適彼樂郊。,郊,宵
国风·魏风,碩鼠,樂郊樂郊！,郊,宵
国风·魏风,碩鼠,誰之永號？○,號,宵
国风·唐风,蟋蟀,蟋蟀在堂，,堂,陽
国风·唐风,蟋蟀,歲聿其莫。,莫,鐸
国风·唐风,蟋蟀,今我不樂，,,
国风·唐风,蟋蟀,日月其除。,除,魚
国风·唐风,蟋蟀,無已大康，,康,陽
国风·唐风,蟋蟀,職思其居。,居,魚
国风·唐风,蟋蟀,好樂無荒，,荒,陽
国风·唐风,蟋蟀,良士瞿瞿！○,瞿,魚
国风·唐风,蟋蟀,蟋蟀在堂，,堂,陽
国风·唐风,蟋蟀,歲聿其逝。,逝,月
国风·唐风,蟋蟀,今我不樂，,,
国风·唐风,蟋蟀,日月其邁。,邁,月
国风·唐风,蟋蟀,無已大康，,康,陽
国风·唐风,蟋蟀,職思其外。,外,月
国风·唐风,蟋蟀,好樂無荒，,荒,陽
国风·唐风,蟋蟀,良士蹶蹶！○,蹶,月
国风·唐风,蟋蟀,蟋蟀在堂，,堂,陽
国风·唐风,蟋蟀,役車其休。,休,幽
国风·唐风,蟋蟀,今我不樂，,,
国风·唐风,蟋蟀,日月其慆。,慆,幽
国风·唐风,蟋蟀,無已大康，,康,陽
国风·唐风,蟋蟀,職思其憂。,憂,幽
国风·唐风,蟋蟀,好樂無荒，,荒,陽
国风·唐风,蟋蟀,良士休休！○,休,幽
国风·唐风,山有樞,山有樞，,樞,侯
国风·唐风,山有樞,隰有榆。,榆,侯
国风·唐风,山有樞,子有衣裳，,,
国风·唐风,山有樞,弗曳弗婁。,婁,侯
国风·唐风,山有樞,子有車馬，,,
国风·唐风,山有樞,弗馳弗驅。,驅,侯
